Id,Sales
300,5653.8926
301,7184.4546
302,6174.244
303,8152.708
304,3875.1978
305,6236.167
306,5607.0054
307,5728.739
308,7733.7866
309,5589.142
310,5013.731
311,6892.1646
312,4128.015
313,4668.8384
314,6227.9297
315,6370.4487
316,8905.983
317,8833.786
318,7174.301
319,6340.864
320,6372.5146
321,10225.981
322,7649.5117
323,5364.0615
324,4833.3794
325,8252.484
326,4598.7305
327,7118.85
328,3357.5508
329,5017.108
330,7760.643
331,6388.4385
332,5471.46
333,8563.804
334,8754.173
335,11904.687
336,6453.494
337,9563.432
338,3078.2363
339,5205.6255
340,6385.966
341,4599.6777
342,7664.884
343,5231.899
344,5182.8633
345,8548.766
346,10952.677
347,9322.866
348,5593.397
349,5208.8384
350,8475.777
351,7020.35
352,6402.705
353,5172.2427
354,6989.48
355,9213.76
356,4605.454
357,6557.736
358,7984.947
359,7863.9785
360,12692.224
361,5384.604
362,14126.693
363,6868.8047
364,5012.526
365,6369.2764
366,6048.4116
367,6481.002
368,5546.853
369,7114.5405
370,5668.5938
371,4774.0127
372,7274.5244
373,3661.644
374,7280.021
375,7010.5415
376,7580.022
377,9145.424
378,5660.3286
379,9190.145
380,5902.1562
381,5345.7026
382,5879.191
383,5068.556
384,10093.0625
385,6428.255
386,5289.7354
387,7650.0444
388,8602.054
389,7247.691
390,6485.7754
391,8158.316
392,5425.33
393,5930.5425
394,6098.839
395,8631.777
396,6565.37
397,6374.0947
398,6213.7627
399,5157.215
400,3850.0017
401,5857.538
402,8541.366
403,8682.776
404,9178.959
405,11655.15
406,7942.197
407,6208.1533
408,5492.964
409,10045.298
410,10553.9
411,7583.153
412,8244.005
413,7949.062
414,5928.5522
415,3610.2563
416,9901.205
417,6557.717
418,6339.243
419,6324.871
420,3222.597
421,11054.856
422,6144.6333
423,5905.022
424,4959.6216
425,5795.079
426,6667.297
427,8438.379
428,6583.6846
429,4798.849
430,5243.2324
431,5017.108
432,3253.9333
433,7215.5186
434,17878.568
435,5117.501
436,6086.759
437,6876.034
438,5346.0137
439,5340.3066
440,5174.2754
441,4166.3354
442,7289.059
443,7127.287
444,4214.1846
445,8881.022
446,5595.195
447,4858.659
448,8554.352
449,7906.594
450,9579.067
451,5604.322
452,6632.316
453,4863.6475
454,5233.5156
455,14621.064
456,9679.679
457,6800.049
458,5551.208
459,4891.921
460,6123.0303
461,5449.9155
462,10936.738
463,5163.731
464,5776.9194
465,7700.4033
466,4963.5913
467,6535.7773
468,7096.874
469,7980.737
470,7320.554
471,4170.8633
472,5649.818
473,6929.468
474,8933.536
475,8215.977
476,6901.4253
477,4892.2617
478,7710.993
479,6094.7515
480,4642.7617
481,7378.202
482,7133.986
483,6727.168
484,6207.0107
485,6641.633
486,6466.265
487,5790.196
488,7313.402
489,6656.166
490,6349.154
491,9118.183
492,5723.1743
493,4684.913
494,11449.75
495,6180.2295
496,3313.7346
497,7807.723
498,8895.144
499,10052.505
500,4887.2114
501,6238.9097
502,5934.588
503,6470.7437
504,5920.7266
505,8527.627
506,3507.1985
507,5936.1104
508,6375.4688
509,5713.4946
510,5151.857
511,7041.975
512,8283.156
513,5763.6187
514,8558.922
515,7119.55
516,8435.94
517,5207.2837
518,6592.9897
519,6981.9517
520,7962.886
521,7955.334
522,5280.7437
523,8524.253
524,7474.984
525,7456.266
526,4325.2563
527,4181.96
528,8044.435
529,6435.8364
530,8429.153
531,7111.7188
532,6060.838
533,8852.644
534,7493.2773
535,7005.3354
536,7936.5103
537,5980.9624
538,8951.035
539,10606.995
540,7653.299
541,4972.94
542,5763.6465
543,4560.559
544,3367.7358
545,8515.177
546,5775.768
547,8232.714
548,4741.467
549,6890.7646
550,5750.5903
551,9369.652
552,5291.542
553,5283.5747
554,6032.7427
555,6677.8413
556,5323.186
557,7493.156
558,7582.762
559,6369.2764
560,7565.7515
561,7011.8926
562,6370.497
563,5066.3477
564,5426.7583
565,10260.778
566,9469.87
567,7035.222
568,15107.949
569,6058.59
570,5490.9
571,6222.3315
572,8411.238
573,10213.955
574,7086.871
575,7939.5312
576,7731.6626
577,8056.7734
578,6881.5312
579,5927.003
580,5032.135
581,5494.331
582,4216.5244
583,5119.0044
584,8404.246
585,15938.999
586,6625.3555
587,5355.7603
588,7216.489
589,4397.0034
590,6747.1626
591,4396.0684
592,9187.813
593,6638.9414
594,6301.6553
595,12775.056
596,12016.263
597,5813.6006
598,6784.561
599,4201.2676
600,6470.7437
601,5437.2744
602,8618.526
603,4980.9375
604,4431.4937
605,5771.2476
606,5877.24
607,7036.148
608,7173.5757
609,3625.5444
610,7056.294
611,8234.167
612,7982.244
613,5032.37
614,4597.1035
615,7995.9736
616,4647.4175
617,9661.556
618,5010.681
619,5152.5444
620,7143.0947
621,6138.94
622,4903.4673
623,6652.143
624,7104.987
625,9353.511
626,9660.174
627,5938.766
628,4140.3794
629,5575.476
630,6151.575
631,4803.9272
632,6439.858
633,6274.6333
634,10807.703
635,7235.5503
636,6548.761
637,7578.3887
638,4826.4795
639,8553.593
640,6044.71
641,12971.05
642,6338.3364
643,5527.779
644,5480.4106
645,4477.1934
646,6865.956
647,16758.977
648,4404.2554
649,4893.162
650,9859.576
651,6241.998
652,6942.6445
653,7722.0757
654,6104.757
655,5279.213
656,4737.3716
657,9135.791
658,5871.3857
659,6810.92
660,7527.047
661,4485.9336
662,7338.784
663,6067.5176
664,3624.117
665,8505.219
666,8270.747
667,4474.6665
668,7723.556
669,7122.449
670,5102.1504
671,8996.496
672,6571.0386
673,8164.7524
674,4828.8364
675,5128.283
676,6635.587
677,4231.316
678,7663.2026
679,4316.685
680,6240.873
681,4706.2915
682,6295.642
683,6159.682
684,6847.679
685,7158.2197
686,8396.716
687,6108.904
688,7539.9146
689,6461.2905
690,8474.904
691,8902.73
692,7055.6074
693,3310.109
694,6045.9146
695,7330.6494
696,4696.5083
697,9827.837
698,6013.471
699,7052.843
700,10430.157
701,6977.4585
702,4612.65
703,10516.395
704,9746.047
705,5441.8447
706,8255.704
707,9829.393
708,5940.862
709,5173.925
710,6859.915
711,5842.8647
712,5458.5713
713,6885.844
714,5079.313
715,6121.8394
716,7069.098
717,6799.446
718,8487.773
719,6292.089
720,6441.836
721,4388.336
722,7950.897
723,7164.5303
724,6433.615
725,6417.97
726,7305.441
727,8915.951
728,5871.6655
729,5132.129
730,6679.7837
731,7471.014
732,7235.026
733,4555.104
734,4247.2007
735,7562.9595
736,7517.836
737,5604.1987
738,8260.5
739,6303.368
740,6777.2666
741,5309.4463
742,3653.6838
743,7146.447
744,6709.894
745,6560.0127
746,8923.599
747,8392.017
748,4691.4946
749,8581.504
750,4131.331
751,3180.8728
752,7611.221
753,11168.038
754,7994.1816
755,7009.913
756,5179.6963
757,6533.21
758,8874.478
759,6300.069
760,8288.0
761,5279.505
762,4524.68
763,5429.5747
764,5267.7915
765,5653.7256
766,5138.7407
767,5133.9844
768,4405.5957
769,6949.7856
770,6920.532
771,5925.3755
772,6039.0283
773,6890.7056
774,5946.6606
775,5376.7734
776,8861.605
777,7282.347
778,5941.899
779,3843.3655
780,11319.508
781,6617.235
782,5544.721
783,8852.847
784,7493.2773
785,7354.8926
786,6051.9775
787,5989.393
788,9230.171
789,13357.918
790,4925.011
791,4885.636
792,5597.6445
793,6897.458
794,6083.2944
795,7633.9307
796,9187.927
797,5749.9595
798,4046.6746
799,6154.791
800,8486.243
801,4767.184
802,7289.9004
803,4431.8867
804,7331.67
805,7948.387
806,7307.831
807,9049.873
808,6142.4067
809,4387.1143
810,6575.847
811,7466.214
812,8773.4375
813,7422.679
814,8100.063
815,6436.125
816,4794.1562
817,9267.171
818,4246.423
819,9964.026
820,6431.149
821,4588.8076
822,6691.222
823,6216.2993
824,7529.711
825,8687.58
826,3985.3425
827,4448.766
828,7642.22
829,9024.26
830,9519.082
831,5772.1064
832,6290.2827
833,6443.4272
834,6350.807
835,5780.4575
836,9417.795
837,8846.668
838,11009.772
839,4433.8906
840,6128.8784
841,10353.441
842,8157.8335
843,5739.101
844,9821.718
845,6295.912
846,5575.4067
847,5506.648
848,5076.5093
849,5568.4087
850,6317.854
851,4896.1914
852,5149.4106
853,9475.435
854,7085.7495
855,20270.281
856,6757.769
857,6173.6143
858,8036.1465
859,9531.199
860,6991.5796
861,7362.015
862,5754.8584
863,8547.103
864,8829.9795
865,6118.0747
866,5865.4756
867,7143.6123
868,8002.038
869,7378.1953
870,8126.184
871,6002.831
872,4833.287
873,5959.8555
874,10278.201
875,10951.705
876,10573.979
877,7885.0884
878,4890.923
879,6218.0366
880,4928.5493
881,8569.27
882,11024.871
883,9771.585
884,5915.0713
885,5530.9795
886,4726.343
887,5620.384
888,11390.709
889,7043.701
890,5534.003
891,5588.1294
892,8445.214
893,3883.759
894,6663.1904
895,4450.527
896,6598.5566
897,7004.0527
898,6047.6445
899,7726.908
900,7075.121
901,5462.263
902,7060.333
903,7675.285
904,11630.634
905,6036.046
906,8668.3545
907,7658.2783
908,10266.837
909,7011.9526
910,9804.498
911,5007.92
912,5324.872
913,6648.1094
914,6136.3
915,9555.9375
916,8125.0527
917,5757.054
918,7783.6206
919,6771.975
920,10090.185
921,4272.428
922,13754.134
923,5216.2104
924,6179.4224
925,8456.166
926,5185.029
927,6523.97
928,6681.294
929,7834.1416
930,6010.908
931,5941.7856
932,8014.479
933,8220.483
934,7794.0864
935,5500.061
936,7054.6724
937,10160.327
938,6923.008
939,4961.0977
940,6887.204
941,6022.855
942,6181.9746
943,7602.3125
944,4065.6367
945,7943.5225
946,6671.622
947,7567.3174
948,7820.571
949,4838.5356
950,6172.119
951,5541.354
952,8250.423
953,8500.937
954,5266.2544
955,4767.47
956,7484.421
957,6082.4355
958,6275.429
959,8086.8027
960,7105.238
961,7790.7275
962,6214.7046
963,4974.842
964,7057.1553
965,7880.676
966,8765.283
967,8429.981
968,8399.879
969,6106.556
970,8844.567
971,6585.7817
972,7657.979
973,9181.227
974,6163.3784
975,10550.217
976,8388.063
977,8144.7114
978,6396.3213
979,7624.3193
980,8012.569
981,6827.054
982,4155.8945
983,5599.1343
984,8161.133
985,6129.3457
986,4957.101
987,8478.315
988,7095.9404
989,6270.428
990,6295.33
991,5499.4946
992,7666.141
993,7349.171
994,7504.8125
995,5757.0596
996,5846.783
997,6875.3916
998,3809.0327
999,6564.581
1000,5611.67
1001,9115.53
1002,7715.87
1003,6608.652
1004,12004.408
1005,6566.409
1006,5528.411
1007,10759.471
1008,7610.154
1009,8668.562
1010,7769.6035
1011,5166.652
1012,6533.3594
1013,5826.211
1014,8017.5522
1015,12760.493
1016,6171.56
1017,3516.9453
1018,5740.1904
1019,8918.783
1020,9017.196
1021,6765.41
1022,7335.8105
1023,4916.5923
1024,5467.772
1025,3414.2256
1026,5139.706
1027,6265.425
1028,7445.934
1029,7434.468
1030,6747.4136
1031,8147.2827
1032,9420.355
1033,7767.64
1034,5385.9033
1035,9754.397
1036,11514.816
1037,6208.0645
1038,7914.3423
1039,5247.309
1040,6771.949
1041,4203.7124
1042,7800.08
1043,5638.197
1044,9817.308
1045,7405.095
1046,8880.557
1047,8126.068
1048,6663.1904
1049,9215.166
1050,19873.46
1051,11050.419
1052,6218.363
1053,3179.023
1054,6710.79
1055,8915.161
1056,5955.151
1057,12935.521
1058,19705.477
1059,4224.1597
1060,5617.4956
1061,8326.304
1062,5617.7476
1063,10064.15
1064,7050.9126
1065,7980.197
1066,5203.3027
1067,6571.277
1068,6453.137
1069,7834.7246
1070,9663.454
1071,6593.4175
1072,6078.2954
1073,7326.2324
1074,5634.0796
1075,5725.2163
1076,7883.209
1077,6195.5317
1078,6063.711
1079,8100.372
1080,6148.097
1081,6501.728
1082,7446.1045
1083,7296.9185
1084,8677.701
1085,7374.938
1086,7906.112
1087,6568.7456
1088,4080.6929
1089,6618.0996
1090,7316.339
1091,6461.673
1092,4721.099
1093,9838.339
1094,7755.856
1095,9679.318
1096,7207.953
1097,6119.329
1098,5271.4497
1099,4626.2715
1100,10127.126
1101,5285.7314
1102,8086.0083
1103,15639.523
1104,7617.64
1105,6965.9165
1106,5432.081
1107,4756.8066
1108,7603.1465
1109,4127.448
1110,6239.558
1111,10138.723
1112,5830.6187
1113,18028.916
1114,14635.56
1115,4872.673
1116,7728.161
1117,6272.067
1118,7493.2344
1119,6379.477
1120,11560.292
1121,7998.4673
1122,10165.8125
1123,4661.6533
1124,7827.1367
1125,5315.232
1126,8671.39
1127,7125.269
1128,6302.815
1129,6566.441
1130,6583.0503
1131,8394.738
1132,9473.618
1133,6315.7334
1134,10643.718
1135,6895.9517
1136,10431.958
1137,5816.8115
1138,5944.631
1139,6172.7607
1140,11420.556
1141,6597.135
1142,7663.4946
1143,7307.615
1144,9193.476
1145,4787.714
1146,8284.017
1147,7101.424
1148,4234.594
1149,15290.235
1150,17814.914
1151,7159.0938
1152,7383.545
1153,9800.507
1154,10528.024
1155,11697.342
1156,5888.955
1157,7722.532
1158,6331.721
1159,8407.229
1160,4022.1504
1161,6558.987
1162,5946.4
1163,5903.3667
1164,8278.954
1165,5896.6147
1166,5325.4204
1167,7093.8022
1168,4170.7
1169,5094.93
1170,6361.1904
1171,7261.355
1172,9121.905
1173,9047.086
1174,7741.7046
1175,6402.064
1176,6382.2275
1177,10525.264
1178,8280.96
1179,5580.5776
1180,4920.392
1181,8332.198
1182,4974.3486
1183,7357.46
1184,3443.7153
1185,5763.5913
1186,8302.825
1187,6577.547
1188,5580.87
1189,8670.472
1190,8854.949
1191,13258.631
1192,6721.025
1193,9595.928
1194,3240.0173
1195,5397.1743
1196,6480.7607
1197,4815.234
1198,8436.608
1199,5480.918
1200,5597.063
1201,8973.6
1202,11827.622
1203,8729.4795
1204,5768.249
1205,5433.61
1206,9686.595
1207,7777.3877
1208,6617.5693
1209,5064.705
1210,7172.153
1211,9538.738
1212,4946.584
1213,6944.518
1214,8147.858
1215,8301.827
1216,12999.991
1217,5537.186
1218,15192.762
1219,7014.126
1220,5327.706
1221,6835.471
1222,6404.0483
1223,6442.002
1224,5850.872
1225,7112.2407
1226,5789.6323
1227,4814.995
1228,7363.0894
1229,4170.3784
1230,7689.205
1231,7303.198
1232,7952.891
1233,9557.313
1234,5529.5605
1235,9807.295
1236,6217.248
1237,5637.53
1238,5933.3257
1239,5686.1636
1240,10676.382
1241,6868.929
1242,5504.663
1243,8713.252
1244,8898.046
1245,7562.253
1246,6898.3853
1247,8723.828
1248,5654.2485
1249,6202.241
1250,6301.3306
1251,8694.567
1252,6560.4316
1253,6590.953
1254,6394.9365
1255,5426.2617
1256,4085.8096
1257,5398.3477
1258,8479.262
1259,8663.843
1260,9742.655
1261,11907.775
1262,7974.9165
1263,6364.795
1264,5604.3164
1265,10951.235
1266,10770.9795
1267,7963.0684
1268,8771.94
1269,8147.151
1270,6228.708
1271,3819.5234
1272,10668.921
1273,6925.662
1274,6737.158
1275,6515.222
1276,3189.6577
1277,11178.183
1278,6163.443
1279,6041.24
1280,5165.376
1281,5698.253
1282,7136.1562
1283,9496.885
1284,6404.1826
1285,4976.5073
1286,5273.049
1287,5763.5913
1288,3411.7224
1289,7392.669
1290,18705.139
1291,5317.848
1292,5984.665
1293,7483.9214
1294,5537.825
1295,5513.674
1296,5276.1123
1297,4470.7764
1298,7396.9146
1299,7244.7334
1300,4512.2827
1301,9375.113
1302,6016.546
1303,5154.0635
1304,8849.613
1305,8305.51
1306,10021.453
1307,6002.19
1308,6991.533
1309,5063.1987
1310,5172.1885
1311,16440.535
1312,10195.9795
1313,6387.714
1314,5746.2373
1315,4909.7656
1316,6320.801
1317,4895.6357
1318,9738.141
1319,5474.6387
1320,5929.7393
1321,7613.254
1322,5190.9067
1323,7100.848
1324,7491.805
1325,8102.3037
1326,7340.4785
1327,4337.599
1328,5931.5835
1329,7015.257
1330,9909.632
1331,8386.504
1332,7088.338
1333,5174.6206
1334,7834.7695
1335,6637.5234
1336,4548.744
1337,7680.7256
1338,7425.2847
1339,7009.9937
1340,6533.54
1341,6970.535
1342,6618.5605
1343,5980.2607
1344,7435.028
1345,6768.2563
1346,6889.1943
1347,9301.366
1348,5787.673
1349,4928.7515
1350,11917.466
1351,6261.751
1352,3787.935
1353,8212.546
1354,9193.037
1355,11087.438
1356,5117.9644
1357,6430.965
1358,6152.7544
1359,6643.4067
1360,6036.3853
1361,9263.681
1362,3384.9236
1363,6450.8667
1364,6582.68
1365,6058.185
1366,5374.4766
1367,7464.6616
1368,8898.682
1369,6219.8276
1370,9067.315
1371,7427.3667
1372,8934.312
1373,5295.318
1374,7088.1484
1375,7191.358
1376,7951.579
1377,8924.799
1378,4335.027
1379,8699.452
1380,7576.864
1381,7737.6304
1382,4634.8477
1383,4268.616
1384,8635.449
1385,6909.0186
1386,8894.991
1387,7138.457
1388,6313.3486
1389,8690.521
1390,8127.013
1391,7244.5884
1392,8419.5205
1393,6350.2617
1394,9435.713
1395,11124.637
1396,8004.2896
1397,5080.4663
1398,5994.267
1399,4632.576
1400,3628.0176
1401,9021.291
1402,5964.9556
1403,8811.909
1404,4881.4214
1405,6870.7246
1406,6018.7725
1407,10576.329
1408,5508.145
1409,5578.002
1410,6346.2783
1411,7080.3115
1412,5259.268
1413,7679.422
1414,7726.923
1415,6835.471
1416,7761.6426
1417,7001.034
1418,6058.174
1419,5260.487
1420,5353.57
1421,11129.857
1422,10214.432
1423,7449.109
1424,15764.997
1425,6203.9985
1426,5664.9463
1427,6524.5923
1428,8733.817
1429,10787.273
1430,7378.301
1431,8030.975
1432,8059.847
1433,8567.619
1434,7054.9214
1435,6004.262
1436,5306.429
1437,5458.233
1438,4430.898
1439,5478.012
1440,9001.01
1441,17723.271
1442,6901.952
1443,5795.505
1444,8031.113
1445,4366.195
1446,6580.3325
1447,4177.3643
1448,9394.061
1449,6771.594
1450,6621.578
1451,13319.831
1452,13112.476
1453,6105.1587
1454,7112.5664
1455,4259.3613
1456,6643.4067
1457,5773.0586
1458,8512.474
1459,5097.457
1460,4578.893
1461,5955.5884
1462,5826.55
1463,7688.113
1464,7395.6167
1465,3808.6768
1466,7241.8667
1467,8699.187
1468,8089.9346
1469,5498.021
1470,5017.821
1471,8248.117
1472,4822.78
1473,9798.395
1474,5034.828
1475,5060.003
1476,7507.218
1477,6451.396
1478,5117.125
1479,6773.5444
1480,7532.914
1481,10074.53
1482,10409.131
1483,6058.9424
1484,4295.8965
1485,5892.674
1486,6309.9297
1487,5025.162
1488,6795.3555
1489,6456.092
1490,11570.34
1491,7861.1743
1492,6581.0605
1493,7922.9136
1494,4847.93
1495,8924.697
1496,6293.595
1497,14518.396
1498,6588.6025
1499,5762.047
1500,5752.5977
1501,4559.063
1502,7403.6333
1503,18336.387
1504,4940.149
1505,4894.945
1506,10142.281
1507,6744.1904
1508,7110.7827
1509,8120.924
1510,6397.7363
1511,5464.2637
1512,4785.3125
1513,9710.218
1514,6328.4795
1515,7273.4976
1516,8073.5947
1517,4900.5312
1518,7639.007
1519,6185.112
1520,3829.298
1521,9053.741
1522,8535.739
1523,4647.1694
1524,7697.709
1525,6992.0933
1526,5202.906
1527,9349.542
1528,6516.098
1529,7925.3013
1530,4911.4795
1531,5356.455
1532,7552.797
1533,4163.142
1534,7892.7773
1535,5041.2134
1536,6590.7017
1537,4887.8267
1538,6286.93
1539,6493.0903
1540,7137.81
1541,7349.774
1542,8667.528
1543,6370.485
1544,7889.18
1545,6902.643
1546,9613.212
1547,9382.877
1548,7131.353
1549,3380.2783
1550,6234.7817
1551,7691.655
1552,5181.183
1553,10186.318
1554,6050.362
1555,7538.124
1556,11333.15
1557,6850.971
1558,4869.783
1559,11498.126
1560,10028.901
1561,5729.4326
1562,9196.58
1563,9905.541
1564,5832.704
1565,5608.1978
1566,7183.324
1567,6261.2915
1568,5622.4106
1569,7130.714
1570,5272.2695
1571,6690.6987
1572,7278.9795
1573,7168.071
1574,8830.047
1575,6558.843
1576,6979.482
1577,4556.642
1578,8116.5645
1579,7383.4883
1580,6309.19
1581,6798.9854
1582,7578.8076
1583,9435.235
1584,5983.033
1585,5620.491
1586,6509.3223
1587,7670.463
1588,7528.526
1589,4875.6567
1590,4456.979
1591,8561.885
1592,7739.645
1593,5957.8096
1594,8616.143
1595,6552.853
1596,7671.4653
1597,5235.333
1598,3778.4426
1599,7470.665
1600,6754.1606
1601,6950.5146
1602,9640.038
1603,9473.673
1604,4944.891
1605,7901.838
1606,4381.779
1607,3254.855
1608,7901.695
1609,11995.07
1610,7780.2065
1611,7444.1377
1612,5397.5034
1613,6982.591
1614,9656.609
1615,6671.272
1616,8918.741
1617,5772.018
1618,4785.3765
1619,5782.5254
1620,5357.6963
1621,5855.2256
1622,5435.3564
1623,5288.323
1624,4607.286
1625,7211.212
1626,7263.9595
1627,5997.6807
1628,6338.8564
1629,7175.4165
1630,6397.657
1631,5676.4653
1632,9116.931
1633,7662.976
1634,5627.2812
1635,4079.9497
1636,12106.131
1637,6758.4004
1638,6005.591
1639,9201.08
1640,8127.013
1641,7766.796
1642,6170.7715
1643,6178.456
1644,10234.147
1645,14319.369
1646,5278.674
1647,5164.859
1648,5210.339
1649,6995.8486
1650,6182.6704
1651,8459.974
1652,9512.402
1653,6052.0063
1654,4239.6895
1655,6246.5063
1656,8314.307
1657,5092.7246
1658,7605.9604
1659,4524.188
1660,7176.217
1661,8509.9
1662,7540.799
1663,9609.262
1664,6601.005
1665,4467.8267
1666,6468.856
1667,8025.5083
1668,9093.043
1669,7591.8867
1670,8235.612
1671,6609.723
1672,5041.54
1673,9842.581
1674,4408.6807
1675,10411.762
1676,6582.4224
1677,4918.9937
1678,7330.964
1679,6506.2686
1680,7871.782
1681,9560.094
1682,4307.712
1683,4597.52
1684,8269.619
1685,9683.704
1686,10268.424
1687,5831.1416
1688,6400.605
1689,6683.435
1690,6593.914
1691,5917.074
1692,9802.9375
1693,8972.214
1694,11562.486
1695,4630.0586
1696,6412.256
1697,10539.527
1698,8377.639
1699,6150.068
1700,10183.492
1701,6758.6196
1702,5679.189
1703,5410.7695
1704,5288.5903
1705,5734.134
1706,6752.57
1707,5240.0483
1708,5464.6235
1709,10298.728
1710,7300.879
1711,22404.89
1712,6837.264
1713,6912.2476
1714,9052.195
1715,10971.17
1716,8066.176
1717,7774.0728
1718,6619.4946
1719,8649.915
1720,9218.374
1721,6561.364
1722,6489.3574
1723,7683.429
1724,8835.084
1725,7902.373
1726,8669.248
1727,6895.0312
1728,5470.312
1729,6345.1104
1730,11333.777
1731,12307.78
1732,11865.469
1733,8310.811
1734,5814.471
1735,6234.0444
1736,5423.08
1737,9117.739
1738,12481.634
1739,9575.387
1740,7061.895
1741,6354.7993
1742,5033.983
1743,6251.4287
1744,11630.401
1745,7737.586
1746,5652.2427
1747,6161.88
1748,8707.794
1749,4488.6167
1750,7067.5005
1751,4960.109
1752,6829.2812
1753,8048.625
1754,6309.5205
1755,7806.264
1756,7707.993
1757,5964.034
1758,7985.16
1759,7660.8276
1760,12230.264
1761,6526.2417
1762,10012.55
1763,7660.4478
1764,10843.518
1765,7482.3516
1766,10926.72
1767,5872.338
1768,5777.6855
1769,7769.433
1770,6199.2964
1771,9577.194
1772,9002.426
1773,6570.732
1774,8345.63
1775,7428.514
1776,10742.154
1777,4744.556
1778,15419.155
1779,5524.917
1780,6865.6875
1781,9734.946
1782,5775.46
1783,7373.932
1784,7496.043
1785,8522.27
